Selendis,1940,Helios,2580,Scientist,1760,Ascendant,1520,Dehaka,2280,Prophet,1040,Selendis,1060,Scientist,2160,Selendis,1500,
Artanis,1500,Scientist,1800,Dark Templar,1300,Team Nova,1680,Kerrigan,1820,Selendis,1080,Zagara,1840,Prophet,1880,Spirit,1560,
Nomad,1760,Niadra,820,Selendis,1420,Helios,1280,Scientist,1140,Kerrigan,2320,Selendis,1460,Selendis,1140,Prophet,1440,Spirit,1220,
Engineer,1460,Artanis,1440,Stukov,1200,Zagara,1940,Engineer,1400,Swann,1780,Ascendant,1640,Thakras,1400,Ascendant,1200,Ascendant,1160,
Stukov,1720,Helios,1180,Thakras,2320,Dark Templar,1440,Stukov,600,Scientist,2380,Stukov,2000,Zagara,1380,Ascendant,1420,Team Nova,2020,
Scientist,1860,Zagara,1500,Engineer,2220,Prophet,1860,Ares,2220,Selendis,1440,Kerrigan,2120,Artanis,1320,Team Nova,1400,Scientist,1200,
Stukov,1220,Helios,1940,Artanis,1280,Ascendant,1100,Thakras,1160,Scientist,1200,Team Nova,1620,Zagara,940,Scientist,1500,Nomad,1140,
Kerrigan,1160,Selendis,2040,Scientist,1920,Artanis,1660,Zagara,2580,Stukov,1580,Stukov,1200,Prophet,1380,Swann,1620,
Scientist,1840,Prophet,1160,Stukov,1260,Dark Templar,1920,Team Nova,1560,Dehaka,1480,Stukov,1040,Selendis,1420,Zagara,1520,Scientist,1200,
Nomad,1620,Niadra,1360,Scientist,1240,Kerrigan,2000,Spirit,1720,Artanis,2580,Artanis,1820,Prophet,1860,Selendis,1360,Scientist,1320,
Ascendant,600,Nomad,1400,Dehaka,1180,Stukov,1220,Prophet,1400,Spirit,1680,Ascendant,1180,Ares,1380,
Engineer,2100,Prophet,1880,Spirit,680,Scientist,1460,Zagara,2200,Scientist,1600,Scientist,2520,Scientist,1760,Dehaka,1200,Stukov,1500,
Helios,1460,Scientist,2000,Nomad,1300,Ascendant,1220,Nomad,1480,Kerrigan,1220,Team Nova,1480,Zagara,1240,Prophet,1520,Ares,1540,
Spirit,1560,Mira,1580,Ascendant,1940,Zagara,1120,Prophet,1980,Spirit,1360,Kerrigan,1180,Mira,1760,Team Nova,1200,Helios,1340,
Team Nova,1640,Dehaka,2420,Prophet,2220,Mira,1580,Ascendant,1220,Stukov,1520,Swann,1440,Stukov,1040,Niadra,1920,Scientist,1580,
Zagara,2260,Ascendant,1720,Stukov,1720,Dehaka,1180,Prophet,1780,Ascendant,1200,Ares,1240,Dark Templar,1560,Ascendant,1200,Artanis,1560,
Spirit,1420,Nomad,1640,Helios,1400,Stukov,1820,Scientist,1480,Scientist,1440,Kerrigan,1580,Swann,1220,Ares,1200,
Scientist,1580,Nomad,1560,Swann,2180,Zagara,1660,Ascendant,1340,Scientist,1180,Selendis,1580,Scientist,1420,Ascendant,1380,Dehaka,1240,
Team Nova,1640,Scientist,1680,Kerrigan,2240,Mira,1480,Scientist,1280,Ascendant,1440,Niadra,1220,Prophet,1720,Spirit,1660,Selendis,1580,
Scion,1960,Engineer,2220,Ascendant,1720,Scientist,1840,Dehaka,1220,Team Nova,2060,Niadra,1200,Selendis,1400,Artanis,1320,
Scientist,1300,Stukov,1380,Mira,1820,Prophet,1640,Ascendant,1480,Niadra,1440,Kerrigan,1940,Spirit,1680,Selendis,1280,
Dark Templar,1440,Selendis,1420,Ascendant,1440,Kerrigan,1840,Helios,1500,Niadra,1100,Stukov,1220,Stukov,1360,Artanis,1980,Swann,1380,
Zagara,1180,Selendis,1460,Ascendant,1460,Ascendant,1180,Ascendant,1180,Prophet,1880,Artanis,1400,Scion,1380,Dehaka,1240,Team Nova,2200,
Ascendant,2200,Spirit,1900,Zagara,1920,Scientist,2020,Ascendant,1220,Dehaka,1920,Scientist,1540,Mira,840,Ares,1200,
Prophet,1700,Nomad,1540,Team Nova,2200,Ascendant,1300,Dark Templar,1440,Ascendant,1200,Ascendant,1200,Spirit,1180,Kerrigan,1180,
Scientist,1740,Artanis,1560,Spirit,1520,Artanis,1040,Artanis,1520,Prophet,1180,Zagara,1220,Dehaka,1140,Swann,1580,Scientist,980,
Prophet,1220,Spirit,1220,Artanis,1700,Dark Templar,1420,Stukov,1180,Dehaka,1040,Ascendant,1300,Helios,1560,Zagara,1340,Artanis,1460,
Ascendant,1720,Dark Templar,1180,Thakras,1180,Ascendant,1100,Helios,1420,Spirit,1320,Nomad,1200,Zagara,1720,Scientist,1680,Ares,1560,
Zagara,1340,Scientist,1420,Stukov,1940,Kerrigan,1700,Ascendant,1180,Ascendant,1580,Dark Templar,1740,Scientist,1340,Nomad,1560,Selendis,1480,
Dehaka,2100,Zagara,1920,Artanis,1100,Stukov,1180,Scientist,1260,Ascendant,1460,Nomad,1300,Stukov,1360,Swann,2240,Spirit,1580,
Kerrigan,2360,Zagara,1440,Helios,1060,Prophet,1460,Dark Templar,1460,Scientist,1200,Ascendant,1220,Ascendant,1320,Swann,1860,Stukov,1180,
Selendis,1280,Scientist,1140,Mira,1620,Spirit,1880,Spirit,2540,Nomad,2040,Engineer,1780,Zagara,1200,Stukov,1500,Dehaka,1080,
Scientist,2280,Prophet,1480,Spirit,1620,Zagara,1180,Swann,1140,Nomad,1600,Dehaka,1040,Nomad,1300,Team Nova,1420,Artanis,1340,
Scientist,1980,Prophet,1860,Ares,1880,Team Nova,920,Nomad,1240,Ascendant,2040,Engineer,920,Selendis,1100,Kerrigan,1580,Zagara,1140,
Mira,1360,Dehaka,1480,Zagara,1320,Stukov,1160,Ascendant,1140,Selendis,1440,Ascendant,1240,Spirit,1160,Ascendant,1200,
Niadra,1420,Dark Templar,1680,Helios,1340,Spirit,1540,Team Nova,2000,Scientist,1540,Spirit,1280,Prophet,1500,Dehaka,1180,
Scientist,1200,Zagara,2440,Ascendant,1200,Ascendant,1200,Spirit,1640,Team Nova,1520,Prophet,1400,Scientist,1500,Dehaka,2340,Selendis,1580,
Stukov,1500,Niadra,2260,Stukov,1160,Artanis,1180,Ascendant,1500,Ascendant,1840,Prophet,2540,Swann,1660,Dehaka,1160,Ares,1200,
Prophet,1580,Scientist,1360,Selendis,920,Ascendant,1720,Scientist,1680,Swann,1400,Niadra,1240,Ascendant,1320,Dehaka,1280,Nomad,1540,
Dehaka,1760,Helios,2280,Selendis,840,Dark Templar,1460,Ascendant,1480,Ascendant,1280,Scientist,1520,Prophet,1740,Zagara,1540,Artanis,1140,
Spirit,1920,Ascendant,2260,Kerrigan,1260,Stukov,1200,Spirit,1940,Ares,1140,Scientist,1320,Prophet,1160,
Thakras,1540,Ares,1200,Helios,1400,Selendis,1660,Prophet,1860,Scientist,1480,Zagara,1300,Ascendant,1200,Scientist,1200,Ascendant,1200,
Ascendant,1340,Scientist,1300,Ascendant,1440,Dehaka,1140,Zagara,1160,Ares,1340,Mira,1380,Ascendant,1120,Spirit,1480,Spirit,1160,
Zagara,1160,Spirit,1860,Artanis,1180,Stukov,1480,Ascendant,1420,Dehaka,1180,Scientist,1200,Ares,1280,Selendis,1180,Stukov,1120,
Scientist,2120,Zagara,1100,Prophet,1500,Mira,1840,Kerrigan,1200,Scientist,1240,Nomad,1260,Ares,1200,Scientist,1260,Spirit,1260,
Swann,1720,Prophet,2440,Selendis,1800,Zagara,1300,Ascendant,1280,Spirit,1500,Dehaka,2300,Selendis,1460,Dark Templar,2120,Ascendant,1600,
Mira,1540,Zagara,1140,Spirit,1520,Spirit,1200,Prophet,2320,Team Nova,1960,Kerrigan,1880,Stukov,1180,Selendis,1160,Ascendant,1200,
Artanis,2580,Nomad,2280,Spirit,1200,Prophet,1340,Spirit,1260,Mira,1500,Dehaka,1240,Zagara,1400,Team Nova,1820,Ascendant,1180,
Scientist,1740,Zagara,1140,Stukov,1480,Selendis,1220,Stukov,1300,Dehaka,920,Selendis,1760,Selendis,980,Ares,1200,Ascendant,1200,
Scientist,2520,Artanis,2080,Prophet,1220,Niadra,1180,Dark Templar,1320,Selendis,1440,Scientist,1240,Kerrigan,1920,Mira,1540,Ascendant,1180,
Ares,1200,Selendis,1340,Kerrigan,1160,Nomad,1680,Zagara,1440,Team Nova,1440,Mira,1240,Dark Templar,1440,Ascendant,1220,
Selendis,1660,Scientist,1800,Ascendant,1200,Team Nova,1840,Kerrigan,1260,Selendis,1100,Ascendant,1200,Ascendant,1200,Stukov,1340,Zagara,1160,
Artanis,1200,Niadra,1440,Spirit,1560,Dark Templar,2160,Ascendant,1340,Dehaka,1200,Artanis,1220,Ascendant,1200,Team Nova,1660,Scientist,1200,
Selendis,2000,Dark Templar,1840,Dehaka,1500,Stukov,1820,Prophet,1140,Team Nova,1720,Ares,1280,Zagara,1240,Ares,1200,Ascendant,1200,
Prophet,2360,Kerrigan,1820,Zagara,1620,Nomad,1360,Spirit,1580,Stukov,1220,Scientist,1220,Team Nova,1040,Ascendant,1180,Scientist,1200,
Stukov,1200,Zagara,1480,Helios,1580,Selendis,1680,Helios,1220,Ascendant,1180,Artanis,1200,Dark Templar,1480,Prophet,1440,Kerrigan,1160,
Engineer,1600,Spirit,1560,Scientist,1340,Niadra,1000,Dehaka,1160,Engineer,1420,Stukov,1200,Ascendant,1200,Ascendant,600,
Zagara,1320,Selendis,1280,Selendis,1720,Prophet,1280,Selendis,1560,Spirit,1640,Kerrigan,1800,Nomad,1300,Ascendant,1160,Scientist,1580,
Prophet,2440,Spirit,2120,Selendis,1440,Stukov,1480,Dehaka,1520,Scientist,1200,Niadra,1100,Ascendant,1120,Stukov,1240,Ascendant,1200,
Mira,2240,Ascendant,1820,Ascendant,1660,Thakras,1380,Spirit,2000,Scientist,1080,Prophet,1980,Swann,1660,Zagara,1140,Selendis,1360,
Ascendant,1580,Spirit,1880,Helios,1440,Ares,1200,Prophet,1400,Mira,1460,Zagara,1460,Thakras,1220,Swann,1560,Ascendant,1640,
Zagara,1760,Scientist,2460,Prophet,1880,Selendis,1420,Dark Templar,1500,Selendis,1220,Spirit,1180,Scientist,1460,Stukov,1460,Kerrigan,1200,
Artanis,1520,Nomad,1400,Dehaka,1120,Helios,1740,Niadra,1660,Stukov,1200,Mira,1720,Scientist,1200,Ascendant,1720,Scientist,1100,
Dark Templar,1460,Kerrigan,1460,Ascendant,1480,Zagara,1300,Ascendant,1040,Nomad,2000,Swann,1280,Prophet,1260,Ares,1200,Stukov,1200,
Stukov,1120,Zagara,1060,Stukov,1200,Kerrigan,1880,Ascendant,1220,Scientist,2040,Spirit,1240,Prophet,1860,Team Nova,1800,Spirit,1620,
Zagara,1160,Ascendant,1200,Kerrigan,1140,Team Nova,1620,Selendis,1220,Mira,1340,Scientist,1200,Prophet,1220,
Dehaka,2580,Selendis,1460,Dark Templar,1780,Ascendant,1360,Ares,1460,Team Nova,1280,Prophet,1360,Zagara,2160,Ascendant,1940,Artanis,2160,
Swann,760,Zagara,1680,Dehaka,1380,Ascendant,1460,Scientist,1240,Stukov,1240,Scientist,1320,Ascendant,1200,Ascendant,1380,Ascendant,1200,
Scientist,1700,Nomad,1520,Artanis,1180,Team Nova,1640,Spirit,1920,Kerrigan,1340,Prophet,1300,Zagara,1640,Scientist,1360,Dark Templar,1900,
Kerrigan,1200,Zagara,1420,Ascendant,1300,Prophet,1640,Stukov,1420,Ares,1140,Ascendant,1380,Helios,1440,Artanis,1400,Ares,1120,
Stukov,1260,Stukov,1200,Ascendant,1560,Dark Templar,1600,Helios,1380,Dehaka,1140,Ascendant,1220,Niadra,2280,Scientist,1540,Artanis,1500,
Spirit,1740,Stukov,1240,Prophet,1760,Team Nova,1860,Selendis,2580,Zagara,1180,Dehaka,1260,Stukov,1260,Ascendant,1000,Ares,1420,
Selendis,1520,Prophet,1440,Nomad,1360,Zagara,1180,Stukov,1400,Dark Templar,1240,Kerrigan,1240,Engineer,1400,Engineer,1300,Artanis,1160,
Zagara,1700,Thakras,2580,Helios,1340,Selendis,1580,Mira,1320,Prophet,2020,Stukov,2320,Ascendant,1160,Artanis,2000,Scientist,1200,
Zagara,2580,Kerrigan,1300,Nomad,1660,Selendis,1640,Ares,1580,Stukov,1380,Stukov,1280,Ascendant,1280,Selendis,1760,Prophet,1940,
Stukov,1900,Zagara,1160,Team Nova,1860,Stukov,1600,Ascendant,1580,Selendis,1580,Mira,1520,Spirit,2480,Prophet,1560,Dehaka,2100,
Ascendant,1900,Ascendant,1200,Dehaka,1880,Artanis,1520,Ascendant,1200,Dark Templar,1500,Zagara,1520,Stukov,1240,Prophet,1260,Spirit,1600,
Dark Templar,1240,Dehaka,1120,Zagara,1240,Stukov,1220,Ascendant,1200,Scientist,1340,Engineer,1340,Nomad,1380,Team Nova,2060,Ares,1620,
Dark Templar,1540,Nomad,1340,Ascendant,1640,Zagara,1120,Artanis,1240,Stukov,1820,Dehaka,1620,Spirit,1180,Scientist,1660,Ascendant,1320,
Prophet,840,Ascendant,1940,Ascendant,2300,Dehaka,1760,Artanis,1780,Helios,1960,Zagara,1140,Spirit,1520,Ares,1600,Scientist,1200,
Zagara,1320,Selendis,1560,Prophet,1120,Dehaka,1200,Team Nova,1300,Dark Templar,1460,Nomad,1520,Scientist,1220,Scientist,1460,Ascendant,1200,
Selendis,1220,Artanis,1980,Ascendant,1200,Thakras,1120,Zagara,1480,Selendis,1480,Scientist,1180,Scientist,1480,Ares,1140,Dark Templar,1600,
Engineer,1880,Kerrigan,1140,Nomad,1460,Dark Templar,1720,Ascendant,1180,Artanis,1140,Team Nova,2060,Scion,2020,Zagara,1300,Mira,1840,
Scientist,1720,Ascendant,1320,Mira,1680,Zagara,1200,Ares,1200,Spirit,1180,Stukov,1200,Stukov,1200,Artanis,1440,Thakras,1280,
Team Nova,1540,Zagara,1220,Nomad,1540,Selendis,1120,Scientist,1360,Dark Templar,1780,Scientist,1440,Stukov,1980,Thakras,1100,Nomad,1580,
Selendis,2000,Stukov,1180,Ares,1080,Prophet,1020,Ascendant,1780,Ascendant,1500,Zagara,1320,Stukov,1200,Kerrigan,1480,Spirit,1780,
Selendis,1440,Spirit,1820,Scientist,1200,Prophet,1460,Kerrigan,1120,Ascendant,1200,Selendis,1340,Ares,1200,Artanis,1420,
Dark Templar,1660,Ascendant,1560,Stukov,1200,Niadra,1860,Ascendant,1320,Scientist,1360,Thakras,1180,Stukov,1460,Ascendant,1200,
Ascendant,1160,Ascendant,1700,Spirit,2580,Swann,1940,Scientist,1220,Prophet,2440,Dehaka,1240,Ares,1820,Zagara,1540,Scientist,2040,
Dark Templar,1860,Scientist,1820,Ascendant,2580,Ascendant,1860,Spirit,1820,Selendis,1320,Team Nova,2180,Nomad,1780,Thakras,2460,
Zagara,1120,Selendis,1520,Team Nova,1580,Artanis,1700,Scion,1640,Stukov,1700,Stukov,1500,Ascendant,1280,Selendis,1900,Kerrigan,2280,
Selendis,1200,Niadra,1900,Stukov,1200,Stukov,1380,Nomad,1280,Team Nova,1560,Spirit,1280,Spirit,1540,Engineer,1400,Kerrigan,1280,
Dark Templar,1520,Team Nova,1440,Zagara,1460,Dehaka,1240,Ascendant,1640,Scientist,2060,Swann,1660,Ascendant,1560,Ascendant,1240,Ares,1340,
Zagara,1180,Team Nova,2040,Prophet,1500,Spirit,1500,Nomad,1960,Mira,1320,Mira,1520,Kerrigan,2200,Mira,1540,Mira,1720,
Nomad,1640,Spirit,1500,Selendis,1480,Prophet,1820,Spirit,1620,Helios,1520,Dehaka,1180,Dark Templar,1420,Zagara,1560,Mira,1180,
Scion,1720,Prophet,2180,Selendis,2340,Spirit,1680,Artanis,1400,Kerrigan,2580,Spirit,1580,Zagara,1540,Stukov,1960,
Dehaka,1580,Helios,1420,Dark Templar,1620,Zagara,1160,Mira,1440,Nomad,1720,Prophet,1420,Helios,1520,Scientist,1200,
Artanis,1540,Stukov,1960,Scientist,1540,Spirit,1900,Prophet,1540,Swann,1620,Niadra,1160,Spirit,1280,Dehaka,860,Ascendant,1580,
Stukov,1920,Spirit,1280,Spirit,2260,Dehaka,1120,Scientist,1480,Spirit,1740,Zagara,1160,Scientist,1360,Prophet,1360,Ascendant,860,
Zagara,1120,Selendis,1480,Dark Templar,1500,Selendis,1460,Scientist,1500,Scientist,1360,Dehaka,1140,Spirit,1160,Scientist,1200,Stukov,1200,
Scientist,1040,Spirit,1980,Zagara,1500,Scientist,1640,Ascendant,1740,Selendis,2180,Selendis,1380,Kerrigan,1780,Prophet,1200,Stukov,1660,
Scion,1680,Ares,1220,Zagara,1240,Spirit,1640,Selendis,1540,Ascendant,1740,Team Nova,1700,Dehaka,2040,Ascendant,1500,Ascendant,1200,
Prophet,1840,Mira,1440,Niadra,1220,Selendis,1380,Ascendant,1200,Dark Templar,1240,Ascendant,1300,Spirit,1580,Scientist,1080,Kerrigan,1500,
Mira,1660,Dark Templar,1440,Zagara,1360,Artanis,1760,Scientist,1320,Ascendant,1440,Scientist,1380,Thakras,1200,Prophet,1500,
Niadra,1480,Ares,1640,Scientist,2000,Prophet,1360,Spirit,1200,Thakras,1380,Stukov,1540,Scientist,1900,Nomad,1960,Helios,1460,
Selendis,1380,Ascendant,1200,Selendis,1440,Zagara,1120,Scientist,1620,Scientist,940,Nomad,2160,Kerrigan,1300,Ascendant,1200,Scientist,1180,
Prophet,1460,Spirit,1700,Zagara,1100,Mira,1340,Ascendant,1580,Ares,1180,Kerrigan,1900,Ascendant,1200,Helios,1880,Selendis,1440,
Spirit,2340,Prophet,2200,Ares,1200,Kerrigan,1200,Stukov,1200,Niadra,1280,Mira,1700,Stukov,1200,Scientist,1160,Swann,1840,
Spirit,1540,Kerrigan,1160,Team Nova,1180,Stukov,1240,Zagara,1360,Selendis,1840,Ascendant,1260,Ascendant,1180,Scientist,1340,Ares,1200,
Spirit,1620,Helios,1820,Thakras,1580,Scion,2440,Scientist,1720,Spirit,1220,Prophet,1620,Stukov,1380,Selendis,1600,Zagara,1440,
Prophet,1440,Spirit,1640,Kerrigan,2020,Ascendant,1280,Ascendant,1180,Mira,1380,Scientist,1740,Stukov,1140,Zagara,1280,Artanis,1420,
Ascendant,1760,Nomad,1700,Prophet,1700,Ascendant,1320,Ascendant,1240,Stukov,1180,Zagara,1580,Spirit,2120,Scientist,1180,Kerrigan,1240,
Helios,1540,Stukov,1240,Dark Templar,2060,Ares,1200,Scientist,1860,Thakras,1220,Ares,1200,Stukov,2320,Zagara,1580,Prophet,1320,
Zagara,1120,Scion,1940,Artanis,1520,Ascendant,1300,Kerrigan,2580,Team Nova,1500,Stukov,1460,Ascendant,1380,Nomad,1940,Selendis,1480,
Niadra,1500,Spirit,1780,Stukov,1440,Dark Templar,1440,Thakras,2460,Scientist,1860,Spirit,1300,Prophet,1540,Mira,1540,Ascendant,1200,
Dehaka,1840,Engineer,1560,Dark Templar,1540,Niadra,1420,Stukov,1180,Scientist,1540,Team Nova,1320,Prophet,1460,Ascendant,1500,Ascendant,1200,
Swann,2120,Niadra,2440,Spirit,1120,Dehaka,1260,Helios,1420,Prophet,1540,Spirit,1820,Ares,1380,Team Nova,1480,Selendis,1580,
Spirit,1760,Ascendant,1400,Scientist,1180,Ascendant,1600,Engineer,1400,Ascendant,1180,Niadra,1120,Ascendant,1460,Scientist,1180,Dehaka,1600,
Scientist,1380,Ascendant,2280,Ascendant,1400,Prophet,1780,Stukov,2000,Ascendant,1500,Niadra,1480,Thakras,1300,Spirit,1800,Scientist,1240,
Ascendant,1200,Dark Templar,1520,Ares,1620,Prophet,1540,Kerrigan,1260,Ascendant,1200,Team Nova,2260,
Scientist,1600,Thakras,1420,Stukov,1200,Zagara,1200,Ascendant,1080,Selendis,1300,Scientist,1560,Swann,2160,Selendis,1720,Spirit,820,
Selendis,1360,Dehaka,1860,Nomad,2020,Dark Templar,1160,Ares,1200,Ascendant,1200,Niadra,1020,Prophet,1520,Scientist,1200,Ascendant,1220,
Spirit,1360,Spirit,1180,Zagara,1180,Artanis,1180,Selendis,1420,Nomad,1500,Nomad,1400,Prophet,1400,Team Nova,900,Dehaka,1080,
Selendis,2020,Ascendant,1300,Ascendant,1180,Selendis,1400,Thakras,2180,Zagara,2580,Mira,1900,Scientist,1500,Stukov,1460,
Spirit,1260,Prophet,2200,Selendis,1500,Scientist,1720,Stukov,1460,Mira,1500,Dehaka,2040,Spirit,1180,Zagara,1560,Spirit,1680,
Kerrigan,2060,Artanis,1100,Stukov,1660,Mira,1680,Zagara,1240,Selendis,1140,Stukov,1180,Prophet,1340,Selendis,1320,
Swann,1360,Scientist,2340,Spirit,1540,Dark Templar,1540,Ascendant,1700,Zagara,1020,Stukov,600,Thakras,1300,Selendis,1400,
Selendis,1260,Stukov,1220,Ascendant,1440,Ares,1120,Kerrigan,1020,Ascendant,1460,Spirit,1220,Selendis,1520,Nomad,1540,Zagara,1200,
Niadra,1320,Kerrigan,1080,Engineer,1480,Scientist,1180,Swann,1180,Helios,1380,Team Nova,1280,Artanis,1320,Prophet,2320,Selendis,1540,
Dehaka,1180,Helios,1400,Zagara,1460,Spirit,1980,Engineer,1700,Selendis,1260,Dark Templar,1160,Ares,1400,Scientist,1300,Selendis,1460,
Scientist,1240,Zagara,1440,Kerrigan,1060,Engineer,1240,Stukov,1180,Selendis,1300,Spirit,1740,Stukov,960,Ascendant,1160,Swann,1520,
Prophet,1340,Engineer,1360,Spirit,2520,Kerrigan,1240,Nomad,1420,Team Nova,1760,Zagara,1320,Ascendant,1220,Ascendant,1320,
Artanis,2060,Zagara,1260,Team Nova,1820,Helios,1520,Ascendant,1300,Helios,1280,Kerrigan,1780,Ascendant,1300,Scientist,2240,Swann,1560,
Prophet,1340,Helios,880,Dehaka,1180,Spirit,1160,Dark Templar,1420,Team Nova,1520,Ascendant,1200,Stukov,1160,Ascendant,1200,Niadra,1220,
Dehaka,1200,Dark Templar,1300,Ascendant,1180,Spirit,2120,Team Nova,1940,Prophet,1800,Stukov,1160,Zagara,1080,Scientist,1540,Artanis,1220,
Dehaka,1080,Prophet,1760,Zagara,1020,Selendis,1220,Stukov,1500,Engineer,1960,Swann,1640,Scientist,1600,Scientist,1460,Stukov,940,
Selendis,1440,Dark Templar,1660,Mira,1480,Spirit,1160,Niadra,1160,Spirit,1220,Team Nova,1480,Dehaka,1420,Scientist,1620,Nomad,2200,
Niadra,1200,Ascendant,1420,Scientist,1200,Scientist,1240,Ares,920,Selendis,980,Stukov,1300,Kerrigan,1760,Selendis,1000,Team Nova,1400,
Selendis,1560,Spirit,1780,Kerrigan,1220,Stukov,2080,Dark Templar,1720,Artanis,1980,Spirit,1940,Scion,1540,Ascendant,1760,
Nomad,1460,Niadra,1080,Ascendant,1260,Kerrigan,1560,Ascendant,1200,Spirit,1340,Ascendant,1180,Stukov,1200,Helios,1440,Swann,1320,
Swann,2080,Prophet,1500,Ascendant,1200,Dehaka,1180,Ascendant,1740,Ascendant,1260,Ascendant,1180,Scientist,1620,Ascendant,1520,Niadra,980,
Scientist,1300,Swann,980,Prophet,1200,Dehaka,1520,Zagara,1340,Dark Templar,1220,Ascendant,1240,Ascendant,1200,Ascendant,1580,Stukov,1160,
Helios,1440,Nomad,1480,Selendis,1480,Ares,1700,Dark Templar,1520,Zagara,1240,Scientist,1360,Prophet,1420,Dehaka,1260,Swann,880,
Stukov,1480,Engineer,1120,Dark Templar,1380,Zagara,1440,Ascendant,1640,Scientist,1220,Mira,1600,Dehaka,1140,
Mira,1920,Team Nova,1300,Artanis,1700,Prophet,1260,Stukov,1480,Dehaka,1440,Selendis,1700,Stukov,1200,Zagara,2080,Swann,1260,
Spirit,2120,Nomad,1480,Zagara,1840,Spirit,1740,Swann,1180,Scientist,2320,Dehaka,1800,Prophet,1440,Ares,1180,Ascendant,1220,
Ascendant,1260,Swann,1980,Team Nova,1540,Mira,1580,Prophet,1560,Ares,1760,Ascendant,1360,Kerrigan,2580,Zagara,1200,Stukov,1180,
Ascendant,1900,Nomad,1580,Dehaka,1480,Mira,1400,Helios,1380,Scientist,1540,Zagara,2000,Spirit,2480,Prophet,1160,Spirit,1440,
Scion,1700,Scientist,1940,Scientist,1200,Zagara,1160,Kerrigan,1380,Ascendant,1320,Ascendant,1640,Team Nova,1960,Dark Templar,1960,Helios,2080,
Swann,1100,Thakras,1140,Scientist,1480,Stukov,1220,Stukov,1260,Stukov,1140,Prophet,1380,Nomad,1520,Dark Templar,1240,Zagara,1100,
Spirit,1500,Artanis,1180,Mira,1300,Zagara,1440,Kerrigan,1020,Spirit,1140,Ascendant,1000,Ascendant,1200,Ascendant,1560,Stukov,1820,
Niadra,1840,Stukov,1860,Kerrigan,1020,Ascendant,1400,Prophet,1600,Nomad,1800,Scientist,1180,Team Nova,1460,Nomad,1380,Ascendant,1200,
Spirit,2040,Kerrigan,1100,Scientist,1440,Nomad,1960,Team Nova,1680,Prophet,1160,Nomad,1640,Zagara,1560,Selendis,840,Artanis,1480,
Selendis,1680,Mira,1500,Mira,1440,Dark Templar,1720,Swann,1400,Artanis,1140,Scientist,2060,Zagara,1280,Scientist,1580,Dehaka,1380,
Stukov,1480,Nomad,1660,Zagara,1180,Ascendant,1240,Ascendant,1380,Nomad,1580,Thakras,1440,Selendis,940,Artanis,1200,Prophet,1500,
Scientist,1160,Nomad,1300,Zagara,1980,Nomad,1480,Prophet,1840,Ascendant,1860,Stukov,1780,Dark Templar,1460,
Prophet,2020,Helios,1660,Spirit,1500,Selendis,1240,Dehaka,1880,Selendis,1500,Ascendant,1520,Spirit,1600,Zagara,1100,Scientist,2280,
Stukov,1740,Thakras,1820,Scientist,2300,Zagara,1960,Prophet,1420,Swann,1640,Dark Templar,1740,Selendis,1320,Spirit,1540,Scientist,1160,
Selendis,2180,Dark Templar,1420,Helios,1920,Stukov,1220,Artanis,1420,Selendis,1280,Dehaka,1080,Spirit,2080,Zagara,1200,Mira,1280,
Mira,2160,Scientist,1080,Artanis,1420,Selendis,1540,Helios,1400,Dehaka,1900,Niadra,1180,Ascendant,1220,Selendis,1320,Nomad,1480,
Scion,2140,Zagara,1340,Artanis,1540,Ascendant,1240,Scientist,1640,Ascendant,2240,Prophet,1740,Spirit,2140,Dehaka,1160,
Team Nova,1400,Dark Templar,1400,Selendis,1380,Ascendant,1100,Nomad,1680,Dehaka,1620,Stukov,1180,Prophet,1520,Mira,1740,Zagara,1160,
Spirit,1880,Ascendant,1820,Helios,2140,Dark Templar,1460,Scientist,1760,Ascendant,1140,Prophet,1380,Zagara,1120,Selendis,1420,Kerrigan,1200,
Artanis,2040,Artanis,1940,Scientist,1320,Zagara,2100,Helios,1400,Stukov,1260,Kerrigan,1520,Ascendant,1260,Spirit,1420,Prophet,1140,
Spirit,1200,Zagara,1600,Ascendant,1260,Selendis,1420,Selendis,1240,Ascendant,1440,Prophet,1180,Artanis,1540,Kerrigan,1580,
Dark Templar,1440,Ascendant,1360,Niadra,1000,Engineer,1440,Ascendant,1640,Stukov,1680,Stukov,1400,Prophet,2180,Swann,1640,
Scientist,1500,Spirit,1260,Ascendant,1140,Helios,1840,Spirit,1160,Ascendant,1200,Artanis,1560,Zagara,1440,Stukov,1140,Dehaka,1180,
Zagara,1220,Ares,1320,Artanis,1460,Kerrigan,2500,Swann,1940,Ascendant,1260,Selendis,1640,Ascendant,1320,Ascendant,1320,Prophet,1660,
Ascendant,1520,Selendis,1280,Stukov,1240,Nomad,1420,Helios,1680,Stukov,1180,Thakras,1200,Zagara,1340,Stukov,1200,Artanis,1520,
Scientist,2360,Zagara,1460,Dark Templar,1780,Ascendant,1540,Dehaka,2480,Nomad,1680,Engineer,1260,Prophet,1440,Ascendant,1800,Nomad,1600,
Ascendant,1760,Kerrigan,1940,Scientist,1700,Dark Templar,1420,Mira,1500,Ares,1680,Zagara,1220,Stukov,2080,Prophet,1800,Spirit,1280,
